12,عبدالحفيظ محمد عبدالجواد مصطفى الدرسي,327,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
13,المبروك بدر حامد ارجيعة,192,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
14,احميدة محمد حمد عطية الله,181,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
15,عبدالسلام صالح يحيى حمد,137,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
16,علي عبدالغني عبدالسلام اخفير,120,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
17,موسى محمد موسى حسين بوالشامخة,91,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
18,حمد مسعود ذاوود بالحمد,42,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
19,صالح سعد يونس محمود,9,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
20,عبدالمطلوب حسين محمد عمران بوعلية,6,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/7
1,سلطنة مسعود بوبكر عبدالرحيم,5906,2,شحات,http://results.hnec.ly/cor/ballot/2/78
2,انتصار حسن محمد خليل,4673,2,شحات,http://results.hnec.ly/cor/ballot/2/78
3,نوارة فرج علي حامد العبيدي,3502,2,شحات,http://results.hnec.ly/cor/ballot/2/78
4,حميدة فتحي محمد محمود الهتش,3142,2,شحات,http://results.hnec.ly/cor/ballot/2/78
5,اسماء عبدالله سعد موسى,2756,2,شحات,http://results.hnec.ly/cor/ballot/2/78
6,فتحية رمضان علي محمد العوامي,2676,2,شحات,http://results.hnec.ly/cor/ballot/2/78
7,ياسمين محمد عبدالله ادهيويش,1494,2,شحات,http://results.hnec.ly/cor/ballot/2/78
1,رابحة عبدالسلام علي الفرجاني,3474,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/79
2,زكية خليفة سعد صالح,2880,2,قصر ليبيا,http://results.hnec.ly/cor/ballot/2/79
1,يونس عمر منصور فنوش,4838,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
2,ابراهيم فتحي ابراهيم عميش,4599,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
3,علي رمضان خليل ابوزعكوك,3932,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
4,طارق صقر ادم الجروشي,2863,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
5,ابوبكر مصطفى علي بعيرة,2853,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
6,عادل فرج ابراهيم الطيرة,2080,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
7,زياد صالح سالم دغيم,2007,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
8,مفتاح مراجع محمد اكويدير,1792,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
9,احمد شيهوب ابراهيم الواحدي,1532,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
10,عيسى محمد السنوسي العريبي,1417,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
11,جلال صالح عبدالسلام الشويهدي,1307,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
12,رمضان محمد محمد شمبش,1220,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
13,عصام عبدالله محمد الجهانى,1073,3,بنغازي,http://results.hnec.ly/cor/ballot/3/8
